# Wavelength || Total || n=1 | n=2 | ...
  300.000000  2.82585342698085879E+03  2.06320348641579631E+03  4.16106214338755308E+02  3.10723817398328151E+02  2.40877596961382494E+01  1.09867528674943440E+01  5.71492757821839392E-01  1.66710725155455791E-01  7.19278136892627547E-03
  302.000000  2.97571867493503032E+03  2.17925478050289985E+03  4.36788131160380431E+02  3.22695393608451695E+02  2.49649359662417005E+01  1.12548548237368315E+01  5.84771233580981042E-01  1.68542487324757850E-01  7.26515241383760089E-03
  304.000000  3.13271633938667856E+03  2.30095944761054443E+03  4.58513991064859226E+02  3.35049336603057498E+02  2.58880577620153183E+01  1.15287902171767698E+01  5.98949819812679030E-01  1.70418247065878742E-01  7.34806214704876188E-03
  306.000000  3.29726809108982206E+03  2.42863578974430857E+03  4.81359197409075705E+02  3.47808567895728629E+02  2.68614299342383624E+01  1.18091933912876765E+01  6.14122622866897561E-01  1.72347633803366790E-01  7.44245851235175639E-03
  308.000000  3.46983091449789208E+03  2.56262637707106933E+03  5.05407392545370612E+02  3.60998156501685060E+02  2.78899347594514708E+01  1.20967656306768507E+01  6.30397329877382506E-01  1.74341219113687940E-01  7.54944064766105774E-03
  310.000000  3.65090078277711564E+03  2.70330016876831633E+03  5.30751647957275281E+02  3.74645569308438724E+02  2.89791321404540128E+01  1.23922858634992004E+01  6.47897732631691037E-01  1.76410718791266186E-01  7.67028770915919884E-03
  312.000000  3.84101685742337213E+03  2.85105485442031704E+03  5.57495884357396790E+02  3.88780969935822156E+02  3.01353820778996457E+01  1.26966240441665050E+01  6.66766843218149829E-01  1.78569249800998142E-01  7.80649475042525902E-03
  314.000000  4.04076631767344543E+03  3.00631944471194038E+03  5.85756578495369126E+02  4.03437578736802038E+02  3.13659954533960708E+01  1.30107580278905690E+01  6.87170770281695376E-01  1.80831660002169325E-01  7.95981776348258195E-03
  316.000000  4.25078995398870029E+03  3.16955714558290765E+03  6.15664830448786006E+02  4.18652110908618397E+02  3.26794211210646210E+01  1.33357950581512164E+01  7.09303582644085773E-01  1.83214955775711175E-01  8.13233075273696662E-03
  318.000000  4.47178869934992326E+03  3.34126855707377126E+03  6.47368888196906482E+02  4.34465315801711085E+02  3.40854800082752547E+01  1.36729994383929725E+01  7.33393468664551351E-01  1.85738863390875114E-01  8.32649881022180620E-03
