# Wavelength || Average || inc1 | inc2 | ...
  300.000000  2.70092677590145286E+02  2.70092677590145286E+02
  302.000000  2.80279919637500768E+02  2.80279919637500768E+02
  304.000000  2.91004647078040421E+02  2.91004647078040421E+02
  306.000000  3.02307866405121047E+02  3.02307866405121047E+02
  308.000000  3.14235026469592697E+02  3.14235026469592697E+02
  310.000000  3.26836689913751229E+02  3.26836689913751229E+02
  312.000000  3.40169341498056269E+02  3.40169341498056269E+02
  314.000000  3.54296369083074296E+02  3.54296369083074296E+02
  316.000000  3.69289264489125969E+02  3.69289264489125969E+02
  318.000000  3.85229107296686379E+02  3.85229107296686379E+02
  320.000000  4.02208416843489772E+02  4.02208416843489772E+02
  322.000000  4.20333489230298824E+02  4.20333489230298824E+02
  324.000000  4.39727381763407436E+02  4.39727381763407436E+02
  326.000000  4.60533774437328930E+02  4.60533774437328930E+02
  328.000000  4.82922039098710343E+02  4.82922039098710343E+02
  330.000000  5.07094002656407099E+02  5.07094002656407099E+02
  332.000000  5.33293137675742287E+02  5.33293137675742287E+02
  334.000000  5.61817318935624371E+02  5.61817318935624371E+02
  336.000000  5.93036977221412485E+02  5.93036977221412485E+02
  338.000000  6.27421725475748985E+02  6.27421725475748985E+02
  340.000000  6.65580897757940420E+02  6.65580897757940420E+02
  342.000000  7.08328194300713221E+02  7.08328194300713221E+02
  344.000000  7.56790130382494340E+02  7.56790130382494340E+02
  346.000000  8.12591837491420733E+02  8.12591837491420733E+02
  348.000000  8.78151016772697517E+02  8.78151016772697517E+02
  350.000000  9.57073114596932328E+02  9.57073114596932328E+02
  352.000000  1.05469237258583939E+03  1.05469237258583939E+03
  354.000000  1.17819970424578742E+03  1.17819970424578742E+03
  356.000000  1.34260174104612179E+03  1.34260174104612179E+03
  358.000000  1.55548517327410627E+03  1.55548517327410627E+03
  360.000000  1.76218253248535143E+03  1.76218253248535143E+03
  362.000000  1.98451850012404725E+03  1.98451850012404725E+03
  364.000000  2.34871470092387244E+03  2.34871470092387244E+03
