# Wavelength || Total || n=1 | n=2 | ...
  300.000000  2.89262954149232610E+03  2.32521586177988593E+03  6.49600289583170962E+01  4.69101893090713645E+02  1.43900497023017717E+01  1.80999905740698672E+01  5.66654591376686723E-01  2.85938064943444759E-01  9.12473071745935511E-03
  302.000000  3.03024953839587124E+03  2.44055011706741698E+03  6.90223594030642431E+01  4.86279979570991543E+02  1.49891019424657141E+01  1.85281562289479602E+01  5.81579710306552422E-01  2.89008351936705155E-01  9.23612074132402518E-03
  304.000000  3.17320009441618413E+03  2.56034939739757465E+03  7.34263660823839359E+01  5.03926002678936868E+02  1.56351298009243322E+01  1.89638706045980960E+01  5.97831800735021623E-01  2.92131211919956113E-01  9.36483911090799960E-03
  306.000000  3.32175243803959847E+03  2.68481452209057261E+03  7.82085377783212436E+01  5.22067582650497798E+02  1.63333218563291140E+01  1.94080848569089568E+01  6.15553690631488681E-01  2.95322657830426938E-01  9.51245850699466468E-03
  308.000000  3.47620014860030960E+03  2.81415987559414498E+03  8.34106377549788789E+01  5.40734964087971889E+02  1.70896345378849190E+01  1.98618460229275975E+01  6.34909687944866352E-01  2.98600107857521446E-01  9.68080659868223066E-03
  310.000000  3.63686150280980428E+03  2.94861435540405455E+03  8.90806499250896877E+01  5.59961307889162526E+02  1.79109336235354348E+01  2.03263116445713266E+01  6.56089619946337854E-01  3.01982688994984871E-01  9.87201444928534864E-03
  312.000000  3.80408220722703254E+03  3.08842240864326686E+03  9.52739297048874789E+01  5.79783039284619349E+02  1.88051675964048677E+01  2.08027679863177610E+01  6.79313812458265720E-01  3.05491622432969012E-01  1.00885766454587803E-02
  314.000000  3.97823860519489153E+03  3.23384516981280740E+03  1.02054612145524416E+02  6.00240265495518315E+02  1.97815814372268086E+01  2.12926528868903269E+01  7.04839273151908752E-01  3.09150717170637468E-01  1.03334266013531562E-02
  316.000000  4.15974147293915485E+03  3.38516171529562098E+03  1.09497345654510511E+02  6.21377280688984229E+02  2.08509821553374444E+01  2.17975846720417579E+01  7.32967431962855187E-01  3.12987008973814373E-01  1.06100317231106207E-02
  318.000000  4.34904055506818167E+03  3.54267045444221822E+03  1.17689440757409287E+02  6.43243181624293015E+02  2.20260710993985676E+01  2.23193991161772871E+01  7.64053916085691620E-01  3.17031597716871671E-01  1.09225148829536593E-02
  320.000000  4.54663003858014054E+03  3.70669068308081160E+03  1.26733552020439603E+02  6.65892625344646603E+02  2.33218632810374444E+01  2.28601972679811958E+01  7.98521013830615245E-01  3.21320760174299724E-01  1.12758112202722312E-02
  322.000000  4.75305523255555909E+03  3.87756433398811851E+03  1.36751050521478277E+02  6.89386771529784596E+02  2.47562212519676166E+01  2.34224082015653785E+01  8.36873737194825162E-01  3.25897452347973848E-01  1.16758731020719896E-02
  324.000000  4.96892081692250486E+03  4.05565797172161183E+03  1.47886298594988460E+02  7.13794468333495047E+02  2.63505415126701905E+01  2.40088726746771997E+01  8.79720769451618367E-01  3.30813373738078009E-01  1.21299418726176118E-02
  326.000000  5.19490116184690487E+03  4.24136509870508871E+03  1.60312114604803668E+02  7.39193764318582453E+02  2.81306465867663462E+01  2.46229567069159643E+01  9.27802150597604625E-01  3.36131860087469259E-01  1.26469140633909388E-02
